current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
242.46440958976746	0.4164152343269438	1.0371980025395091	1	5000	242.46516251564026
241.6724078655243	0.024197457315586507	0.005282322495695395	2	10000	484.2265131473541
241.11511707305908	0.01546800752673298	0.0017810971127926226	3	15000	725.4395716190338
241.73364973068237	0.012506733003258705	0.0012341668965676587	4	20000	967.277508020401
240.68471956253052	0.010883205113559962	0.001021028593944491	5	25000	1208.0459024906158
241.41172122955322	0.009833639267738909	0.0009389071712156869	6	30000	1449.6226794719696
240.778217792511	0.009084047522954643	0.0008432508408999951	7	35000	1690.496255159378
241.2182240486145	0.008483854197524489	0.0007879081048250324	8	40000	1931.8069744110107
241.10712957382202	0.008002985390275717	0.0007623577701018375	9	45000	2173.0008800029755
240.4343979358673	0.007615897117648274	0.000716470066356326	10	50000	2413.5409681797028
240.96305441856384	0.007268230643309653	0.0006984877396810369	11	55000	2654.6131896972656
240.9236478805542	0.0069581528685986995	0.0006675555886979164	12	60000	2895.630257129669
241.3152244091034	0.006692262661270797	0.0006708737611563369	13	65000	3137.0618352890015
240.8998420238495	0.006436927913594991	0.0006300516075941474	14	70000	3378.092382669449
240.8740997314453	0.00620945606874302	0.0006234963071920512	15	75000	3619.075745344162
241.56982398033142	0.005985544878151268	0.0005980875446337427	16	80000	3860.752597808838
241.49693489074707	0.005798012073896825	0.0005771457897443371	17	85000	4102.366830587387
241.07582592964172	0.005599045229516923	0.0005731766401988733	18	90000	4343.537950515747
241.46043467521667	0.005418444200232625	0.0005447522737732763	19	95000	4585.116311788559
241.33021545410156	0.005231034348718822	0.0005325418287389428	20	100000	4826.5951290130615
