current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
396.68323135375977	0.4079272705644369	0.6329464684669783	1	5000	396.68391489982605
360.63220024108887	0.08166283529177308	0.018173699048795327	2	10000	757.4445955753326
361.7897410392761	0.06104242360219359	0.011717016866428924	3	15000	1119.3601477146149
362.36044931411743	0.05286560769788921	0.009931315669414822	4	20000	1481.831826210022
363.401700258255	0.04797034835070372	0.008808995722653212	5	25000	1845.3396649360657
361.3426835536957	0.04454622195512056	0.008138676560080714	6	30000	2206.790859937668
362.09669160842896	0.042168377739563584	0.007501724646991669	7	35000	2568.997890472412
364.7179605960846	0.0403875751927495	0.0071694509232739035	8	40000	2933.8425509929657
361.2386667728424	0.03885187522396445	0.006934048647301748	9	45000	3295.1882688999176
363.9219627380371	0.03758227204419672	0.006633400615393021	10	50000	3659.220572948456
364.44813990592957	0.036277890194952485	0.006401015450577645	11	55000	4023.8362185955048
426.12294459342957	0.03546554328687489	0.006452251160199104	12	60000	4450.067861557007
393.976845741272	0.03456614619977772	0.006225584463570688	13	65000	4844.139631509781
364.7875578403473	0.033810985519737005	0.005983526128306066	14	70000	5209.07538151741
361.77271819114685	0.033180599949881436	0.005980604030004409	15	75000	5570.958358764648
381.2861385345459	0.03256110494248569	0.005871542054332547	16	80000	5952.352256059647
413.557993888855	0.03195977182127535	0.005694314506806936	17	85000	6366.030463218689
366.3295404911041	0.03133510684967041	0.0054918225858950065	18	90000	6732.485758781433
371.3910799026489	0.030732053169980646	0.005468623670342269	19	95000	7104.0007383823395
358.125962972641	0.030461258935928343	0.005494193130732717	20	100000	7462.277997493744
