current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	current_itr_eval_6500_return_mean	current_itr_eval_6500_return_std	current_itr_eval_6500_length_mean	current_itr_eval_6500_length_std	current_itr_eval_7000_return_mean	current_itr_eval_7000_return_std	current_itr_eval_7000_length_mean	current_itr_eval_7000_length_std	current_itr_eval_8000_return_mean	current_itr_eval_8000_return_std	current_itr_eval_8000_length_mean	current_itr_eval_8000_length_std	current_itr_eval_9000_return_mean	current_itr_eval_9000_return_std	current_itr_eval_9000_length_mean	current_itr_eval_9000_length_std	current_itr_eval_10000_return_mean	current_itr_eval_10000_return_std	current_itr_eval_10000_length_mean	current_itr_eval_10000_length_std	TestEpRet	TestEpNormRet	Iteration	Steps	total_time	current_eval_time
580.3902373313904	0.11014753048047424	0.10816110437254388	4211.3625092741295	314.7113172626143	1000.0	0.0	3762.389616946605	966.0264669426434	917.7	179.92890262545367	3783.805209336907	796.7528758538563	915.6	169.4439140246707	3633.036587387981	769.918251577922	975.0	75.0	3755.378707161128	870.6713553025754	918.4	195.08572474684044	3755.378707161128	97.04369978743794	1	5000	860.498361825943	280.1071984767914
546.1011769771576	0.038817382982745764	0.004908865686380222	3888.146702878301	1310.7854525473072	907.1	206.11086822387605	3093.0243218391074	1662.4384368022245	697.3	327.8987801136198	3744.4119548466633	1591.7236687091652	880.5	264.33359604862943	3437.1907309588482	1306.1158552516358	826.3	305.1720989867848	4160.0276966983	771.8611707690928	914.6	145.65520931295248	4160.0276966983	106.66605703988539	2	10000	1649.9921116828918	243.23731875419617
529.0773696899414	0.03106257818415761	0.003142949053034269	3796.031994779333	869.854300322685	966.2	101.4	4001.8680250681123	769.227952780767	957.5	114.1886596821243	4155.078504516069	397.9187990614658	999.4	1.8	3546.0151426017137	1192.6059794414296	876.7	287.04356812163553	3628.326674643255	1191.7311334448902	860.1	263.68558929148935	3628.326674643255	94.02246390610075	3	15000	2437.17267203331	257.96404242515564
513.6315515041351	0.02778710654489696	0.002731357725401235	3035.504219776855	1834.3345578081808	757.7	325.8048649114988	3092.0757850584987	1488.3136147411158	764.1	339.6846920307125	3423.4209482913584	1321.63857901137	899.8	233.44284096969008	3623.0421944655873	524.0324610148141	920.8	128.8291892390851	3582.5189381702903	1042.5613042518412	879.2	234.49426432217913	3582.5189381702903	92.93317808884717	4	20000	3187.2200396060944	236.2584948539734
513.1689114570618	0.025990351347252725	0.0025107744894848428	3515.119907519642	1765.7499898926194	764.3	369.02494495629963	3375.6748882634847	1440.9399653003468	866.6	285.1442441993175	3814.970689341534	1492.97359270762	977.4	67.8	4269.263122735625	1060.017348435794	931.7	204.90000000000003	4029.868089669422	1568.9326022745204	852.3	296.71941291395143	4029.868089669422	103.57092453973371	5	25000	3944.706920146942	244.11879134178162
514.2353863716125	0.024804109171405436	0.002381720664850982	3998.33432104699	1034.8656654523386	937.3	188.1	3970.8830924514564	452.9460087758663	1000.0	0.0	3745.7214144596473	1203.19408855211	900.8	232.72163629538187	3950.6718831103185	1263.8504786780504	919.9	240.3	4288.688153650179	614.2550209638737	1000.0	0.0	4288.688153650179	109.72554047630797	6	30000	4721.598997831345	262.37862372398376
512.131441116333	0.024004452154785395	0.0022775155715471693	3353.270990331434	1316.8113437172865	844.8	313.66918879609455	3210.0993388811157	1331.9484149744903	815.7	328.06891044413214	3734.37855146555	235.9376203617266	1000.0	0.0	3711.835063506097	565.3954341171257	953.0	141.0	3392.9537697529195	1081.3273326563997	911.8	261.61376110594796	3392.9537697529195	88.42541007188356	7	35000	5477.766508102417	243.90508770942688
511.7237892150879	0.023303625016659498	0.00218007496300483	3637.815721106637	1162.5346756849701	911.6	265.2	3955.791425392022	1663.8541683339174	840.8	328.09199929288127	4556.383356973626	944.8485251468524	970.1	89.7	3496.7397073800976	2112.9552288586697	908.5	274.5	3870.073634013056	1235.2418948845846	952.3	143.10000000000002	3870.073634013056	99.77108967286652	8	40000	6238.4778888225555	248.78759479522705
512.2213180065155	0.02284817874096334	0.0021237362658052352	3914.7856505205623	1196.9527071873842	875.6	248.81004802861156	4155.86193235106	1374.1534987241807	837.7	249.08273725812475	3405.0395510294693	1690.1689787687883	767.9	364.3063134231961	3267.871897797876	2071.0723983014286	849.7	307.4677381449963	4185.516803661046	758.9787363620219	952.3	92.23020112739644	4185.516803661046	107.27217567500644	9	45000	6985.379823684692	234.53730177879333
519.5363507270813	0.022503133427351715	0.0021327649831864234	4500.577792711599	754.0553837579687	1000.0	0.0	2412.267160746168	2073.5549669302645	829.1	344.24074424739445	4487.992027329217	666.739755201873	998.9	3.3000000000000003	4016.6314229879877	1193.1618654932397	898.3	229.66934928283314	3747.211722636711	1875.9899482004932	784.5	353.3511709333931	3747.211722636711	96.8494928456165	10	50000	7784.83665561676	279.70918464660645
565.722811460495	0.022119237333536147	0.0020735028888094033	4299.826038860829	1400.7396793464509	910.8	267.6	3891.1659924923033	1881.8646855203212	857.3	301.0900363678612	3627.667618270777	1959.0157035527236	950.3	119.54417593509103	3778.2717398751593	2091.2850898678435	975.8	48.45162535973381	3977.4731591583864	1625.7644106378682	1000.0	0.0	3977.4731591583864	102.32499843431827	11	55000	8641.033012390137	290.29321551322937
564.2957165241241	0.021842629081755875	0.0020058706367037135	5292.07212753393	207.192004918365	1000.0	0.0	4674.673139429708	1680.749379117324	1000.0	0.0	3783.2642541571427	2135.364595595723	908.3	275.1	4633.003718218996	1785.3879583733712	1000.0	0.0	4493.233635664432	1254.928651964498	893.1	240.7523416293183	4493.233635664432	114.58953310499683	12	60000	9501.865946769714	296.41334867477417
565.4296734333038	0.0216394753459841	0.0020172897397432105	4618.48304070124	1019.3206888964894	1000.0	0.0	4347.274158064536	796.1760830676862	981.4	55.8	4273.645733953207	1399.8563177893905	873.8	265.062181383916	4835.864323237543	966.1408462283454	948.6	154.2	4352.563219667533	1100.5955024918221	926.6	157.7290081120147	4352.563219667533	111.24445865140497	13	65000	10362.21199131012	294.7118854522705
564.2066919803619	0.02136943186633289	0.0019515314720459918	4679.607214692431	754.059084177114	963.0	78.5633502340627	4072.9685839584504	949.388177633432	992.3	23.099999999999998	4550.862662377977	1625.0324536319213	926.1	221.7	4296.631851450473	1486.7802872704492	905.6	283.2	3452.3252673662028	1707.6819121548779	742.4	350.7951539003924	3452.3252673662028	89.83723556859684	14	70000	11205.03212428093	278.4034216403961
