current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
396.96195936203003	0.41648820370957257	0.8319177412483182	1	5000	396.96282935142517
396.2307789325714	0.04647247659675777	0.01325510245156694	2	10000	793.3221909999847
394.40406560897827	0.03226573516279459	0.008097887539927979	3	15000	1188.1700780391693
389.0602014064789	0.02691405636034906	0.007189396800117954	4	20000	1577.3405995368958
380.3987181186676	0.02361975210830569	0.006014481934989751	5	25000	1957.8472542762756
379.6976230144501	0.021603874515742062	0.005073363902609074	6	30000	2337.648504972458
380.5600826740265	0.02017817339282483	0.005136667310053478	7	35000	2718.303433418274
379.8243088722229	0.019105409234762193	0.005119933751588172	8	40000	3098.266496658325
380.0028336048126	0.018240277183800935	0.00436377416168778	9	45000	3478.3834340572357
380.03734135627747	0.017591644738055766	0.004615922280595603	10	50000	3858.5371639728546
379.7888309955597	0.017043619738705457	0.004885040678888574	11	55000	4238.476099491119
379.5016896724701	0.01635857734773308	0.004460143288353327	12	60000	4618.08501458168
379.9631643295288	0.016005847419798373	0.004273437652246082	13	65000	4998.159709692001
375.1726098060608	0.015546171305701137	0.003877878694585296	14	70000	5373.4257209300995
368.71096873283386	0.015131438179314137	0.004116817393114716	15	75000	5742.2503361701965
369.0362346172333	0.014807795467227698	0.0035910354875639356	16	80000	6111.402838945389
369.2724585533142	0.01453258012663573	0.003817577307726752	17	85000	6482.213045120239
368.7941198348999	0.01430996892284602	0.003519850107379095	18	90000	6851.124118804932
368.5139331817627	0.013972437518835068	0.0035654795469280244	19	95000	7219.751619577408
367.71864461898804	0.01367148872371763	0.003351306116850608	20	100000	7587.623428821564
