current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	current_itr_eval_12000_return_mean	current_itr_eval_12000_return_std	current_itr_eval_12000_length_mean	current_itr_eval_12000_length_std	current_itr_eval_6000_return_mean	current_itr_eval_6000_return_std	current_itr_eval_6000_length_mean	current_itr_eval_6000_length_std	TestEpRet	TestEpNormRet	Iteration	Steps	total_time	current_eval_time
1390.4697506427765	0.1618865343913436	0.25614519856603746	5081.177985799555	105.68109865724126	1000.0	0.0	4647.136780675286	1210.6096149935079	1000.0	0.0	4647.136780675286	39.68783496660473	1	5000	1461.034742116928	70.5640459060669
1390.1370508670807	0.0438032651104033	0.004900241263437113	9383.784389115528	2186.812266052421	1000.0	0.0	8223.15065325293	2681.1665353495405	1000.0	0.0	8223.15065325293	68.49139781588237	2	10000	2921.5722708702087	70.38779330253601
1390.469051361084	0.03847462176941335	0.0038358269747044843	9077.435330717219	2920.7936359330433	1000.0	0.0	5087.145899049526	124.92102918580515	1000.0	0.0	5087.145899049526	43.23195720632417	3	15000	4382.676620006561	70.62326264381409
1390.9540905952454	0.03630941035524011	0.0036142189742903843	10728.009387229124	188.69358333381467	1000.0	0.0	5011.4125857491335	105.65877046276964	1000.0	0.0	5011.4125857491335	42.62195139338265	4	20000	5843.956147432327	70.31314253807068
1390.702722787857	0.034999192368611695	0.0034463184077234603	10938.11097042331	597.732241601594	1000.0	0.0	5034.907556762355	112.51205607159285	1000.0	0.0	5034.907556762355	42.81119531086597	5	25000	7305.288663864136	70.61757016181946
1389.6611201763153	0.03416140398718417	0.0032908180302797813	10992.23273581771	150.3100130468202	1000.0	0.0	4838.074223122168	514.6285562665981	1000.0	0.0	4838.074223122168	41.225770450013485	6	30000	8765.831201553345	70.86868071556091
1390.0509169101715	0.0335937433693558	0.003271171210768965	11360.698455076856	132.61836736645247	1000.0	0.0	5074.926457984051	138.8415148588078	1000.0	0.0	5074.926457984051	43.133533807743014	7	35000	10227.028737306595	71.13356184959412
1389.2181391716003	0.03314165693745017	0.0032559167887296655	11047.913226766459	82.93875709777545	1000.0	0.0	7474.704680233654	2846.012412998208	1000.0	0.0	7474.704680233654	62.46292270607799	8	40000	11687.74441075325	71.48530101776123
1389.4117052555084	0.03264195202365518	0.0031431851256642387	10545.569469676746	555.3227662756659	1000.0	0.0	5042.9954631715245	133.81020540804562	1000.0	0.0	5042.9954631715245	42.87634061758919	9	45000	13148.709877490997	71.54098796844482
1390.9453992843628	0.03233313164971769	0.0031272297004203554	10849.465397448013	174.33492546943052	1000.0	0.0	5059.689130373913	154.07057740346164	1000.0	0.0	5059.689130373913	43.01080237013892	10	50000	14611.591586112976	71.92356705665588
1390.8533537387848	0.0320967584554106	0.003134415080383903	11179.164218075392	104.90521095579138	1000.0	0.0	4985.430388600854	114.15775644413458	1000.0	0.0	4985.430388600854	42.41267372411473	11	55000	16074.417760848999	71.96071577072144
1391.2609136104584	0.03178127499818802	0.0030837802059465076	11207.62005074825	250.255300366839	1000.0	0.0	5613.106960889019	1827.1815882430851	1000.0	0.0	5613.106960889019	47.46839281333893	12	60000	17537.940479278564	72.2490861415863
1390.005075931549	0.0315968803729862	0.003153749744921545	11225.051258488178	123.54162090052635	1000.0	0.0	4973.095475221572	123.2434642038726	1000.0	0.0	4973.095475221572	42.31332023572783	13	65000	19000.109303474426	72.15082812309265
1390.5346834659576	0.03135295404456556	0.0030964033904164637	11254.32971799739	101.46465208930498	1000.0	0.0	5067.801703054907	107.76900311202127	1000.0	0.0	5067.801703054907	43.076146355205154	14	70000	20462.914319753647	72.25728487968445
1389.444895029068	0.031238865496590735	0.0030470314293107557	11065.517404579436	165.08264939615444	1000.0	0.0	5106.763244191981	94.59126265711895	1000.0	0.0	5106.763244191981	43.38996817996153	15	75000	21924.789984226227	72.41834473609924
1388.4584245681763	0.031006587603315712	0.0029608750157742213	11250.754082457996	183.0191895029736	1000.0	0.0	5070.039317951014	122.077993833483	1000.0	0.0	5070.039317951014	43.094169574238705	16	80000	23385.67813062668	72.41406488418579
1389.2272744178772	0.03093135149218142	0.0029935584221223808	11108.961378049782	115.54183096576645	1000.0	0.0	5035.232549701405	105.83579806666715	1000.0	0.0	5035.232549701405	42.81381301730645	17	85000	24847.227283477783	72.30967545509338
1390.2198741436005	0.030778822935372593	0.0029748100675344924	11010.719906005663	126.73885851867767	1000.0	0.0	5030.458527181217	129.75466873631217	1000.0	0.0	5030.458527181217	42.77535990649539	18	90000	26309.68700313568	72.22776007652283
1391.1116394996643	0.030581565381214024	0.0028766983422660987	11099.77849801047	96.24232694822764	1000.0	0.0	6253.971136949606	2441.0120537675484	1000.0	0.0	6253.971136949606	52.63033351904038	19	95000	27773.005906820297	72.19521355628967
1384.6880414485931	0.03050139643326402	0.0029279373822434828	11317.903172232815	98.50595554642662	1000.0	0.0	5036.470047307411	96.14385715216497	1000.0	0.0	5036.470047307411	42.82378063525775	20	100000	29229.44939160347	71.74304294586182
