current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	current_itr_eval_4800_return_mean	current_itr_eval_4800_return_std	current_itr_eval_4800_length_mean	current_itr_eval_4800_length_std	current_itr_eval_5000_return_mean	current_itr_eval_5000_return_std	current_itr_eval_5000_length_mean	current_itr_eval_5000_length_std	current_itr_eval_5500_return_mean	current_itr_eval_5500_return_std	current_itr_eval_5500_length_mean	current_itr_eval_5500_length_std	current_itr_eval_6000_return_mean	current_itr_eval_6000_return_std	current_itr_eval_6000_length_mean	current_itr_eval_6000_length_std	TestEpRet	TestEpNormRet	Iteration	Steps	total_time	current_eval_time
574.6175754070282	0.10515865434631705	0.09597547348586206	2292.3430292326148	1527.3446513747597	597.4	366.05387581611535	3704.608278839146	1056.374123102732	918.4	200.38522899655052	4213.571278940315	448.97499983385836	977.4	67.8	3899.8600778397754	1126.6310068999762	923.2	230.4	2292.3430292326148	62.25341900060911	1	5000	821.0993270874023	246.480970621109
570.4337327480316	0.038065950770676135	0.004812056131382073	2446.4500182576826	1951.571884383819	651.3	374.4195641255942	3732.0189743853325	1733.2577623333086	824.5	351.51422446324983	4145.990210644662	494.3328692623455	934.6	95.2850460460612	4155.685852316062	1488.9700271337056	850.7	294.0979598705166	2446.4500182576826	65.91800866187151	2	10000	1625.058156967163	233.38206124305725
568.2532410621643	0.030498390295356514	0.003135818608938838	3497.0811144149884	1357.5878260300958	837.5	283.9078195471199	3731.7987095897784	1558.0827686644298	836.1	304.9211209476969	3797.7850519637905	1533.422527319115	989.6	29.89046670763105	3208.969037091471	1394.1683026992762	773.8	319.91992748186226	3497.0811144149884	90.90150796411643	3	15000	2434.4357726573944	240.98784947395325
566.5112113952637	0.027476069927960634	0.0026213587743367643	4141.242340630795	1010.8041015814148	948.8	153.6	4689.847193836445	525.7068811335691	977.6	59.33666657303897	3411.100342964296	1891.7280503214738	821.9	356.9152420393391	4198.1932962133815	982.2973114262945	946.4	160.8	4141.242340630795	106.21935035861402	4	20000	3254.6403753757477	253.56707787513733
566.6912767887115	0.025791443697363137	0.0024975781989130417	4318.870546394428	1746.9501452069596	969.5	66.91375045534363	4049.700949833749	1635.5287042338543	1000.0	0.0	4779.325045272606	590.1495489379475	1000.0	0.0	4666.7383846859	961.7556616599528	957.1	128.7	4318.870546394428	110.44326317728647	5	25000	4087.529365539551	266.02515506744385
563.8720171451569	0.024736776576936244	0.002321882761375425	3245.2240024648654	1934.5390676780496	879.3	254.25658300228923	3531.68220227048	1353.6385124030007	859.0	282.7171731607403	4090.2495846341685	1122.8030569838966	926.8	219.6	4357.992442305776	778.901881358867	1000.0	0.0	3245.2240024648654	84.91246765902231	6	30000	4893.754659175873	242.23064255714417
562.0448863506317	0.024020925641432406	0.0022718979711915063	3817.0752759178017	248.00195761749373	981.1	56.7	3915.392967466409	181.98704206705074	993.9	18.3	4046.043991555768	512.0035415816589	1000.0	0.0	3363.8997027316436	1517.1198429477138	762.2	298.4298242468403	3817.0752759178017	98.51081435136142	7	35000	5700.748120069504	244.81889295578003
561.2231824398041	0.023435462867096066	0.002216370832209547	3306.9837214430736	1596.252147359407	735.4	308.6276721228996	4380.468409096952	874.0276415882122	937.3	165.79025906246721	4872.763818281693	573.817855955427	1000.0	0.0	3840.2418703483017	1525.9879358577928	892.1	254.22370070471402	3306.9837214430736	86.38108390466967	8	40000	6495.860247850418	233.77555799484253
562.8976650238037	0.022918694028258323	0.0021602745002331216	4393.111328138237	1242.799333473253	914.4	205.78445033578217	4238.72528029416	1274.8211638536834	922.1	233.70000000000002	4126.135603556868	1079.4746548409273	892.4	215.86996085606725	3616.4296556087916	1716.4176225553842	783.9	343.29504802720356	4393.111328138237	112.20867305871725	9	45000	7280.429930686951	221.53258848190308
558.3028094768524	0.02255236360952258	0.0021029310181655664	3922.427212361271	1384.0156790820358	951.0	102.74336961575672	3704.990268345681	2132.220033820119	825.3	351.204228334455	4401.9119834461435	1719.4558917782645	851.1	313.1442000101551	4742.2648564529945	964.0734506354107	953.5	139.5	3922.427212361271	101.01603244385112	10	50000	8066.223003864288	227.33595037460327
557.5445532798767	0.0221919258646667	0.002034088234781967	3601.0192569038677	1508.1230344825544	824.0	272.4360475414368	4573.046745004454	719.3935619092753	1000.0	0.0	4210.53907406343	2098.5168977377193	935.5	193.5	4380.466522635097	1958.0966955440877	903.9	288.3	3601.0192569038677	93.37310672018327	11	55000	8851.700204849243	227.80671429634094
555.2367537021637	0.021922596027702093	0.002032671846033267	4581.530499007041	723.4863970381155	944.6	116.29634560036699	4407.4055585342385	1549.559811712888	1000.0	0.0	5124.844372799033	165.53509554167115	1000.0	0.0	4835.8273653449705	984.9810992800245	1000.0	0.0	4581.530499007041	116.68918980826673	12	60000	9649.673107624054	242.6316909790039
555.415694475174	0.021684516041353345	0.0020076769931716984	3621.3419107000655	1585.4346670139016	1000.0	0.0	3551.0006015782806	1414.6076550044747	851.2	292.3182512262961	4000.3160846863284	802.5133175183539	973.1	80.7	3869.741230467496	1612.0160681057864	1000.0	0.0	3621.3419107000655	93.85636959788992	13	65000	10434.54148888588	229.30910849571228
552.5791895389557	0.02144040204025805	0.001922647976989702	4283.218855913935	1651.067298345044	864.8	276.8645156028486	4601.846632550312	685.4191908361323	1000.0	0.0	5008.371453838445	569.2050838722774	1000.0	0.0	5017.57818413379	807.3831411330264	950.7	147.89999999999998	4283.218855913935	109.59548322150465	14	70000	11213.15865278244	225.9269609451294
552.0495398044586	0.021328819074854254	0.0019803428335628463	3474.06240124152	1628.6569124265181	820.4	354.3216617707701	3327.2174836605927	1426.351766438281	791.9	329.36862327793153	4099.469852631873	1198.0409595865526	890.0	217.66166405685684	4438.817667787771	1458.7339154437063	1000.0	0.0	3474.06240124152	90.35413409843578	15	75000	11971.855300188065	206.50985312461853
550.7544531822205	0.02108270534798503	0.0019054461044468003	4091.801616368063	1143.3001581649828	929.9	210.30000000000004	3722.9842163004005	1661.1327807196847	1000.0	0.0	4777.661836052805	1157.4938362531975	925.7	195.91837586096918	4474.882859152965	1955.0992313087602	1000.0	0.0	4091.801616368063	105.04367384890645	16	80000	12749.65679693222	226.8286168575287
551.774671792984	0.02095377500168979	0.0018753831861506671	4554.133660763063	1640.1033082616827	976.1	71.7	4701.591543725233	1551.4680452485788	969.7	90.89999999999999	5183.006388058913	154.3179767714556	1000.0	0.0	5240.803174496379	169.3357017201521	1000.0	0.0	4554.133660763063	116.0377062460006	17	85000	13536.778579950333	235.23930716514587
554.5490136146545	0.02079985438808799	0.0018397941179294434	5335.794210480381	153.95418677366655	1000.0	0.0	4778.3369274058705	1163.295392717501	909.9	203.7235627020105	5322.998298645985	110.63399787903224	1000.0	0.0	4996.946020213343	998.6232130802346	937.2	188.39999999999998	5335.794210480381	134.625216048329	18	90000	14325.229001998901	233.78852581977844
554.1800577640533	0.02067698853947222	0.0018618937729298194	4444.845005889532	1568.7553948473615	901.3	296.1	5285.320000324124	189.49710734907438	989.9	30.299999999999997	5230.392591249301	532.0740490338494	1000.0	0.0	4831.7974486982	1209.7784680301042	1000.0	0.0	4444.845005889532	113.43887489333775	19	95000	15115.23044681549	235.69693040847778
485.2318797111511	0.02054080018736422	0.0018123326001103762	2783.1383707343757	2124.0836604831047	675.3	327.46512791440864	3572.2609599935486	1810.1574635835332	962.6	112.2	4884.104857737131	757.1902717935515	1000.0	0.0	4540.141332738654	1432.2876068231799	955.6	111.28989172427116	2783.1383707343757	73.9242948359065	20	100000	15753.305392026901	152.7107481956482
