current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
404.98000478744507	0.44726098512113094	0.6948720571498601	1	5000	404.9806878566742
402.92877173423767	0.07104226426929236	0.08059082280618475	2	10000	808.1644043922424
403.43633913993835	0.05132120286002755	0.05844732591280569	3	15000	1211.7713146209717
401.8208668231964	0.043305669668316844	0.044635183095319046	4	20000	1613.6935346126556
402.0819959640503	0.04105050557553768	0.04922292073066921	5	25000	2015.8972930908203
401.82865476608276	0.037614935955405236	0.044519960122785925	6	30000	2417.821810245514
402.1045787334442	0.03576646688580513	0.04032286760696189	7	35000	2820.0287244319916
402.7544469833374	0.0339819084469229	0.03634496777358436	8	40000	3222.904536008835
402.8177502155304	0.032854378317296505	0.03366308778709188	9	45000	3625.8293418884277
402.7015266418457	0.03113617567308247	0.029785428501295178	10	50000	4028.6248569488525
402.3931953907013	0.030181668792292476	0.029539456674591943	11	55000	4431.1457550525665
401.3285810947418	0.02929062167927623	0.028866688972189972	12	60000	4832.562024593353
393.36314487457275	0.028965311346948148	0.027385228331029562	13	65000	5226.035043954849
392.1164610385895	0.028091051763668655	0.02748660467892777	14	70000	5618.251591920853
392.23178029060364	0.02724784256629646	0.02579118952842626	15	75000	6010.580617904663
392.1753885746002	0.02718435737863183	0.026053648925684837	16	80000	6402.865568637848
391.7458498477936	0.02547925222236663	0.021573432511625627	17	85000	6794.72952914238
392.73768949508667	0.025745800693146883	0.024334118079129066	18	90000	7187.602430105209
391.9891517162323	0.025178427495248616	0.022387242245965822	19	95000	7579.681672334671
390.119797706604	0.024609474695287646	0.020767211485801886	20	100000	7969.9108979702
