current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	current_itr_eval_12000_return_mean	current_itr_eval_12000_return_std	current_itr_eval_12000_length_mean	current_itr_eval_12000_length_std	current_itr_eval_6000_return_mean	current_itr_eval_6000_return_std	current_itr_eval_6000_length_mean	current_itr_eval_6000_length_std	TestEpRet	TestEpNormRet	Iteration	Steps	total_time	current_eval_time
4371.719781637192	0.16741218246147035	0.2746753365635139	4872.475273400093	1195.5124700919107	1000.0	0.0	5019.594620728681	207.0423634927449	1000.0	0.0	5019.594620728681	42.68785487339306	1	5000	4498.711812734604	126.99077606201172
4379.650362253189	0.04209800050929189	0.004611108978135166	7698.997518792894	2955.109171908129	1000.0	0.0	5646.935536298451	1768.1201624024905	1000.0	0.0	5646.935536298451	47.74087036309874	2	10000	9005.787809371948	127.41438627243042
4380.8538229465485	0.03766125244908035	0.0037695201895369913	9958.60557871825	1771.1510485071994	1000.0	0.0	4668.6735615189955	1210.5357195839233	1000.0	0.0	4668.6735615189955	39.86130633520313	3	15000	13514.286658525467	127.63448119163513
4379.58504652977	0.035853823912888765	0.0036138751345249605	9957.235014175945	1822.875014503333	1000.0	0.0	4955.725159341955	334.69055477564984	1000.0	0.0	4955.725159341955	42.17340831061281	4	20000	18021.25719666481	127.37506318092346
4378.238451957703	0.03472438613511622	0.0034682420888241697	11133.688059091635	147.83186528193073	1000.0	0.0	4977.575672345247	132.5034097288587	1000.0	0.0	4977.575672345247	42.34940668394283	5	25000	22527.152585983276	127.6466932296753
4362.242986440659	0.034015722300484774	0.0033217749722173674	10806.874896475074	637.7448646062305	1000.0	0.0	4903.732100841934	348.57837806869793	1000.0	0.0	4903.732100841934	41.75462209176852	6	30000	27016.272910118103	126.86694955825806
4343.785967826843	0.03348853565864265	0.0032890310358486756	11134.536419340842	439.83336556417504	1000.0	0.0	4714.528004363572	1292.98646141502	1000.0	0.0	4714.528004363572	40.230648114473226	7	35000	31487.128994226456	127.0592999458313
4347.838022232056	0.033126121538877486	0.0032816489001138973	10861.23233220611	186.17107134402232	1000.0	0.0	4972.938262851599	146.21824573231638	1000.0	0.0	4972.938262851599	42.31205394411361	8	40000	35962.14460349083	127.1668803691864
4344.955693721771	0.032659337607771156	0.003163357552580474	10993.335028742378	1006.9364527674843	1000.0	0.0	4983.83912479196	127.46851602522092	1000.0	0.0	4983.83912479196	42.39985664097064	9	45000	40434.16639661789	127.05580496788025
4335.340412139893	0.03238535656630993	0.0031578392878130147	10991.608156492108	142.91975214445085	1000.0	0.0	4850.761702724573	355.8420742939044	1000.0	0.0	4850.761702724573	41.32796373816854	10	50000	44896.1761841774	126.65900158882141
4346.731507301331	0.03216951254792511	0.0031799654642662564	10773.127959309599	157.4289224056146	1000.0	0.0	5068.777292488303	143.65635580594522	1000.0	0.0	5068.777292488303	43.084004392830614	11	55000	49370.0760717392	127.15800380706787
4344.797178983688	0.03187306706830859	0.0031310160155940984	11176.615888404445	143.99275333152488	1000.0	0.0	5043.755961138946	89.08583467293552	1000.0	0.0	5043.755961138946	42.88246616737225	12	60000	53842.92088365555	128.03758120536804
4376.49272108078	0.0316941151868552	0.003182917199278554	10959.913824675183	133.8737779552569	1000.0	0.0	5104.3225899130775	133.55543657405272	1000.0	0.0	5104.3225899130775	43.37030954847386	13	65000	58347.69034075737	128.26627039909363
4377.580134391785	0.03146308065839112	0.003134599798612567	11066.314918814818	147.5305682181356	1000.0	0.0	5136.3871479233585	100.057115869819	1000.0	0.0	5136.3871479233585	43.62857854428672	14	70000	62853.77914404869	128.4981517791748
4385.205315589905	0.031367074808850884	0.003096796482031781	10776.320938511042	94.87303927178127	1000.0	0.0	5016.927986817869	113.5148277468128	1000.0	0.0	5016.927986817869	42.666376053628106	15	75000	67367.15448069572	128.15984582901
4382.421473503113	0.031125123876333236	0.003005680756198132	11091.417651518215	113.64125020752522	1000.0	0.0	4884.536929036934	711.7285701694803	1000.0	0.0	4884.536929036934	41.60001157928483	16	80000	71878.15813398361	128.57076835632324
4383.415482521057	0.031065995397418736	0.003040470239038609	11381.586228466891	91.16308558569541	1000.0	0.0	5024.095650757126	79.26696092932907	1000.0	0.0	5024.095650757126	42.72410912349679	17	85000	76389.89034962654	128.30689001083374
4345.773658037186	0.030918203642219304	0.003026111772866654	11223.201995336542	198.25879702014151	1000.0	0.0	4692.819872742224	846.2925047617529	1000.0	0.0	4692.819872742224	40.05579657424551	18	90000	80863.15031433105	127.47618913650513
4339.33890581131	0.030745989456400277	0.0029273087326263303	11265.71936977978	124.5725949570749	1000.0	0.0	5618.564964220424	1946.1197460541107	1000.0	0.0	5618.564964220424	47.512355154534866	19	95000	85329.96267414093	127.46338677406311
4336.7238891124725	0.030671269564330576	0.002973886255565473	11099.731695226557	107.3669768909457	1000.0	0.0	5013.528599065301	161.80990066254927	1000.0	0.0	5013.528599065301	42.63899515347808	20	100000	89789.8756620884	123.17866444587708
