current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
378.7117426395416	0.4024657112337649	0.6757077253913748	1	5000	378.71245098114014
378.18303871154785	0.07018288750723005	0.01659374061557924	2	10000	757.0170149803162
377.41938042640686	0.05203801445998252	0.010871649717368176	3	15000	1134.5779690742493
377.70336747169495	0.044729320231080054	0.009262917086054019	4	20000	1512.402836561203
377.87631249427795	0.04052732995301485	0.008157516352019166	5	25000	1890.3827633857727
377.60316944122314	0.03746184339225292	0.007536078278975103	6	30000	2268.0969269275665
377.77107787132263	0.03542697633728385	0.007035510499768913	7	35000	2646.0118486881256
378.17336654663086	0.033933023999631405	0.006764637539312474	8	40000	3024.2928144931793
377.71130633354187	0.032597371175140145	0.00638696939414325	9	45000	3402.1163947582245
377.207314491272	0.031765761000290514	0.006437909093081676	10	50000	3779.429634809494
377.84747672080994	0.030690580196678637	0.0060503530196931	11	55000	4157.386526584625
377.9553668498993	0.030152405509725214	0.0058901160764433065	12	60000	4535.476947784424
377.50569105148315	0.029156647506728767	0.00571380043040513	13	65000	4913.085705041885
376.9050009250641	0.028708404111489654	0.005701975647381181	14	70000	5290.106422185898
365.1492578983307	0.028220672696828843	0.005610945627900657	15	75000	5655.379268169403
364.4845538139343	0.027464388597011564	0.005213763556843105	16	80000	6019.987610816956
397.2310428619385	0.02708895399942994	0.005188446663050945	17	85000	6417.348280668259
403.0814962387085	0.02655703060925007	0.005071027366384645	18	90000	6820.556559801102
403.610728263855	0.02620591887831688	0.005164287531866001	19	95000	7224.2810962200165
403.79454708099365	0.02584735131058842	0.005152048080866548	20	100000	7628.207031488419
