current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
351.4548234939575	0.4557959123507142	0.7921599709341433	1	5000	351.45547366142273
350.8770923614502	0.08237055894434452	0.01833521939574718	2	10000	702.4400749206543
350.57951951026917	0.06111689570099115	0.01197055601001736	3	15000	1053.1170654296875
350.909973859787	0.05243401440642774	0.00961780979497464	4	20000	1404.1285712718964
349.977570772171	0.04760785231813788	0.008678369780197799	5	25000	1754.217321395874
350.68256092071533	0.04433482594639063	0.007807320880207597	6	30000	2104.998899459839
350.21041560173035	0.041833702591434124	0.007567511472170919	7	35000	2455.3302750587463
350.47154808044434	0.03968443353548646	0.006843202153925699	8	40000	2805.9133880138397
350.231098651886	0.038231468427181246	0.006644162926932669	9	45000	3156.2475612163544
351.07479190826416	0.03708450099043548	0.006552831009162561	10	50000	3507.4260210990906
350.7582588195801	0.035981712459027766	0.00641046441415714	11	55000	3858.3086500167847
349.72202014923096	0.03501767579875886	0.006104368959532355	12	60000	4208.175349712372
350.55309009552	0.03428544700779021	0.00611336460386282	13	65000	4558.819648981094
350.57163429260254	0.03341865894161165	0.00581644723509444	14	70000	4909.5559158325195
349.83390188217163	0.03251039292626083	0.005684691161495065	15	75000	5259.517100572586
350.3945333957672	0.032046609221398834	0.005682257082280867	16	80000	5610.026580810547
350.33474230766296	0.031434003057330843	0.005469402356192477	17	85000	5960.448327064514
350.3305490016937	0.030893691720440982	0.005376239918739615	18	90000	6310.885773181915
349.9620609283447	0.030217137172073125	0.005244880093640171	19	95000	6660.99661397934
350.09464144706726	0.029757275275141	0.005160277040456084	20	100000	7011.204363107681
