current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	current_itr_eval_6500_return_mean	current_itr_eval_6500_return_std	current_itr_eval_6500_length_mean	current_itr_eval_6500_length_std	current_itr_eval_7000_return_mean	current_itr_eval_7000_return_std	current_itr_eval_7000_length_mean	current_itr_eval_7000_length_std	current_itr_eval_8000_return_mean	current_itr_eval_8000_return_std	current_itr_eval_8000_length_mean	current_itr_eval_8000_length_std	current_itr_eval_9000_return_mean	current_itr_eval_9000_return_std	current_itr_eval_9000_length_mean	current_itr_eval_9000_length_std	current_itr_eval_10000_return_mean	current_itr_eval_10000_return_std	current_itr_eval_10000_length_mean	current_itr_eval_10000_length_std	TestEpRet	TestEpNormRet	Iteration	Steps	total_time	current_eval_time
406.9883246421814	0.10905639696195722	0.08337971907553049	2648.360018154362	948.9128961762773	936.4	147.73164860651897	2417.4378794977174	1011.6700016432562	788.0	327.2635023952411	2431.165277623829	1111.8606596736709	744.2	345.0011014475171	2749.3780037848314	951.1957040746735	835.0	281.546443770828	2728.8981973201653	890.2730399349127	852.6	267.22245414635347	2728.8981973201653	72.63448974675208	1	5000	598.6910231113434	191.70183086395264
406.4692761898041	0.05580071263834834	0.009122434210988122	3452.614724368924	129.17712376869648	1000.0	0.0	3198.5743216851647	657.6763203149859	1000.0	0.0	3264.0930093539105	651.2009345717538	937.0	189.0	3144.771678942455	874.1456075151879	919.4	241.79999999999998	2382.922855906425	1209.956226640718	773.4	330.72381226636827	2382.922855906425	64.40736346768185	2	10000	1217.030767440796	211.7397906780243
406.4105839729309	0.0509899056930095	0.008464330065550668	3185.2286138522513	917.4658589693183	915.2	254.4	3393.191891769068	341.05832645359436	971.6	85.19999999999999	3229.177656650883	760.8640130036885	930.4	208.8	3287.8588296170865	651.03081492384	927.8	182.07734620210172	2703.7864073346404	1143.872541147374	790.5	332.0497703658294	2703.7864073346404	72.0373435268504	3	15000	1829.729240655899	206.18601870536804
400.824609041214	0.048129454476758836	0.007927725809856826	3307.8965989412836	392.14934127853724	967.6	97.2	2741.477810330348	1055.1496118666716	843.5	316.0845614705027	3346.1824634763407	211.2600193577689	982.1	53.7	3070.5449806949277	937.1981228934042	909.8	270.6	3042.2957132326806	690.7305763270983	966.0	102.0	3042.2957132326806	80.08693109249472	4	20000	2437.322149038315	206.67177057266235
397.2789103984833	0.0460809903383255	0.007582382959709689	3081.4714964652403	828.6476743853631	920.6	238.2	2911.9117474941154	947.1875534302452	841.8	253.66860270833675	2449.5590203162947	1420.5949972559306	809.6	333.3656251025291	2657.0991504739477	1084.0173888059958	806.5	315.38143572505976	2710.5517930929436	1112.9092464526796	793.4	318.41834118027816	2710.5517930929436	72.19822112793244	5	25000	3021.4492242336273	186.70484066009521
395.7884795665741	0.044364320565015075	0.00700921170807719	2957.5352362510403	915.644474253051	847.7	265.40687632388125	3591.321872891368	105.0235197915187	1000.0	0.0	3334.166499347125	419.7401753218979	962.8	111.6	2689.2219125235265	1050.7423385431816	878.1	275.3130763331084	3157.9146382341532	800.4152545450165	899.1	213.8870963849853	3157.9146382341532	82.83629320700433	6	30000	3622.2713084220886	204.89074993133545
395.0954258441925	0.042893825144320726	0.006711675267560322	2698.9509619753762	1189.942858305468	789.1	340.0730656785392	2772.131636248393	890.9618809151192	860.1	280.63943058665154	2806.9771067436745	896.6365712485452	966.4	67.73507215615851	2587.1206641978038	1038.5859704761574	867.5	279.53291398330896	2571.5288774209307	702.9142330524961	848.4	242.73285727317594	2571.5288774209307	68.89232343521105	7	35000	4209.1744911670685	191.69659233093262
389.97525906562805	0.041929512276500464	0.006207005851290614	3097.205431353955	928.2667017822077	860.6	253.0403920325765	2586.230574364372	1339.7675609109342	733.6	370.7840881159816	3418.7373623914727	329.27984536863886	973.1	80.7	2814.2716971183827	1178.2658187077445	810.8	342.0408747503725	2695.8758705466907	1018.1297075789405	873.2	266.47844190478145	2695.8758705466907	71.84923478816471	8	40000	4788.584989309311	189.28919553756714
391.99223494529724	0.04081514456756413	0.005999050484567496	3234.2841634518104	756.2583857932718	926.6	220.2	3042.6797425552036	908.9357602531478	923.7	228.9	2972.866149863782	1007.2367785584	834.6	284.36638338594105	2642.5392210717864	1023.5947610564313	794.1	290.4732173540273	2976.0610637002997	907.6360754291111	872.5	268.71369522225694	2976.0610637002997	78.5119031626828	9	45000	5374.080372571945	193.34298610687256
389.94205713272095	0.039970336695760486	0.0056191268652125035	3294.152818284536	845.545271366624	922.1	230.3859587735329	3254.488281118992	490.7947697726963	937.8	126.8958628167207	3073.250767450973	906.704829437536	890.1	242.18276156654917	2995.0700639921406	1197.3000724015471	838.7	326.8516636029255	3139.1523547089155	1017.6567128863293	914.1	257.7	3139.1523547089155	82.39013517962844	10	50000	5962.069237947464	197.9330394268036
