current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
316.451327085495	0.44764917128235104	1.129954902202513	1	5000	316.45206451416016
314.26020073890686	0.023495589555986227	0.004334111663874387	2	10000	630.8392789363861
313.84374356269836	0.015832869434729217	0.0017153737747240719	3	15000	944.7914206981659
313.7465682029724	0.01285091643948108	0.0011994547138702118	4	20000	1258.6660618782043
313.864848613739	0.011152458584308625	0.0009815014622074991	5	25000	1572.6690661907196
313.5704650878906	0.009995774564612658	0.0008379782454099213	6	30000	1886.3271071910858
313.46304392814636	0.009228370252251625	0.000797051665495805	7	35000	2199.880522966385
313.67092967033386	0.008657307648006827	0.000743327814902929	8	40000	2513.682634115219
314.07283544540405	0.008155955305509268	0.0007383274408213525	9	45000	2827.913660764694
313.82575273513794	0.007707552390079945	0.0006948883673540745	10	50000	3141.8434431552887
313.88697147369385	0.0073297110743820665	0.0006710265719580027	11	55000	3455.889146566391
313.46043133735657	0.006991053750645369	0.0006435831056333984	12	60000	3769.4811470508575
313.8060128688812	0.006635589872766286	0.0006113722763897707	13	65000	4083.4381239414215
308.2883553504944	0.006353296139184386	0.0006037566464715735	14	70000	4391.820914983749
300.88747382164	0.006049507078528404	0.000547687456958583	15	75000	4692.892078638077
300.40142488479614	0.005782620175927878	0.0005409756838335475	16	80000	4993.470811367035
300.9927182197571	0.00553065842371434	0.0005245728005261094	17	85000	5294.697314739227
300.9865713119507	0.005338034511730075	0.0005156331048607528	18	90000	5595.8195922374725
300.2040271759033	0.005149480335786939	0.0004893040975597392	19	95000	5896.131761550903
299.8573434352875	0.004990798188233748	0.0004753020544312847	20	100000	6196.180323600769
