current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
325.5494050979614	0.42813513248711826	1.0436186838705785	1	5000	325.5500650405884
317.884437084198	0.029381580182537437	0.005268327676036198	2	10000	643.5846107006073
315.82855796813965	0.02022465586401522	0.0020144430169003525	3	15000	959.5330944061279
326.62947964668274	0.0166399373780936	0.0014340659884449559	4	20000	1286.273887872696
360.0810112953186	0.014569999600946903	0.0012001575953074104	5	25000	1646.4718551635742
317.27603125572205	0.013228163578733802	0.001074653742515855	6	30000	1963.8591134548187
316.53250074386597	0.01219545365255326	0.0009949280409459753	7	35000	2280.512544631958
317.32390117645264	0.011428865242749452	0.0009275772586943067	8	40000	2597.9413833618164
366.4988157749176	0.010798113459721207	0.0009191861177716117	9	45000	2964.5554842948914
321.38102746009827	0.010293718653731049	0.0008687313072358751	10	50000	3286.063667535782
341.31434512138367	0.0098212113102898	0.0008408801777990777	11	55000	3627.494632959366
314.8246510028839	0.009425205694511532	0.000797226047262573	12	60000	3942.424066543579
365.0328507423401	0.009041916491650044	0.0007873862650273784	13	65000	4307.5620284080505
310.3124670982361	0.008671740914694965	0.0007588544290853117	14	70000	4617.9925265312195
305.83922147750854	0.008328070876281709	0.0007283679465837338	15	75000	4923.944640636444
305.551566362381	0.007999015501514077	0.0006966198110577042	16	80000	5229.5907962322235
304.5138931274414	0.00771083969315514	0.0006733397233298069	17	85000	5534.203108549118
302.8681411743164	0.007464067156519741	0.0006554750519848293	18	90000	5837.211479187012
304.3562948703766	0.007204893769510091	0.0006328264682993814	19	95000	6141.682702302933
305.3465967178345	0.00698736140858382	0.000632667275393342	20	100000	6447.136530637741
