current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
481.0378839969635	1.053007437467575	0.5443949680712515	1	5000	481.0386426448822
480.7438724040985	0.8605011024475098	0.06401396455426574	2	10000	961.8787705898285
481.69278144836426	0.8575512813806534	0.04509392216754714	3	15000	1443.6634719371796
486.9519934654236	0.8564298768401146	0.036770910295201874	4	20000	1930.7461009025574
498.72425508499146	0.8554166483521461	0.03186301570567657	5	25000	2429.569368124008
527.149272441864	0.8565519639611244	0.0318828795942662	6	30000	2956.871815919876
479.73345708847046	0.8573434271335602	0.03325774097858879	7	35000	3436.708327293396
485.81945610046387	0.8571985870361328	0.02826569329292902	8	40000	3922.6291375160217
480.3812646865845	0.8580885105013847	0.032693852545776364	9	45000	4403.106859207153
501.1029772758484	0.8576219258785248	0.028963489839431866	10	50000	4904.418686389923
480.4660053253174	0.8575097390890122	0.029304578132902534	11	55000	5384.974219799042
480.8065345287323	0.8579523903489112	0.030100984719964103	12	60000	5865.924601554871
480.37256932258606	0.8577458320617676	0.028213339571392826	13	65000	6346.440061092377
479.4753339290619	0.8579123752117157	0.030300832085730228	14	70000	6826.074809551239
479.17001509666443	0.8582067241072655	0.029246065804364695	15	75000	7305.375492334366
502.71864795684814	0.8589439645528794	0.030566352873323984	16	80000	7808.191841602325
555.9674181938171	0.858522633588314	0.02877767577786992	17	85000	8364.241793394089
556.8229467868805	0.8589243371844292	0.030324818414885827	18	90000	8921.151447057724
477.9258191585541	0.8590679735660552	0.03077253374163487	19	95000	9399.21153497696
468.9352774620056	0.8586548839807511	0.026356248901253994	20	100000	9868.28260564804
