current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	current_itr_eval_6500_return_mean	current_itr_eval_6500_return_std	current_itr_eval_6500_length_mean	current_itr_eval_6500_length_std	current_itr_eval_7000_return_mean	current_itr_eval_7000_return_std	current_itr_eval_7000_length_mean	current_itr_eval_7000_length_std	current_itr_eval_8000_return_mean	current_itr_eval_8000_return_std	current_itr_eval_8000_length_mean	current_itr_eval_8000_length_std	current_itr_eval_9000_return_mean	current_itr_eval_9000_return_std	current_itr_eval_9000_length_mean	current_itr_eval_9000_length_std	current_itr_eval_10000_return_mean	current_itr_eval_10000_return_std	current_itr_eval_10000_length_mean	current_itr_eval_10000_length_std	TestEpRet	TestEpNormRet	Iteration	Steps	total_time	current_eval_time
571.7906713485718	0.0889887014042586	0.10731882478671065	2664.6566844226722	1440.1102725134094	750.7	382.68212657504665	3399.4329400063007	1082.8060013720274	905.8	282.6	2726.604350429541	1237.4704005262802	742.2	318.36230932696793	3593.4342190013595	903.6532632656157	926.2	221.4	2971.8682942908513	1120.73409773733	787.2	281.7888571253306	2971.8682942908513	78.41220113406537	1	5000	821.8121635913849	250.020601272583
540.8357756137848	0.024289578933268784	0.003260938110019567	3539.0659238439657	1075.599600038611	910.6	268.2	2660.4838786391	1539.6642954222327	722.2	394.86422983096355	3687.70607842745	570.6023422998396	994.9	15.3	3134.1499676436188	1092.4131660646237	812.9	272.52796186813566	3774.0682847586577	269.51310154869907	983.2	50.4	3774.0682847586577	97.488128903019	2	10000	1620.0853626728058	257.3069968223572
523.8948936462402	0.019919390403293075	0.002106603936834327	3541.78049957411	826.2529610979739	934.1	197.7	2805.8844770540427	1189.0047875899106	815.6	291.8914866864054	3074.6011125505056	1321.2181054057119	842.6	317.033499807197	3243.65892630966	1154.652619207086	847.0	290.2715969570568	3760.88367461092	532.1872140551578	1000.0	0.0	3760.88367461092	97.17460525077688	3	15000	2397.980006456375	253.83439302444458
509.57866501808167	0.018221557181701063	0.0018343282676132765	3173.480590485028	1335.6517688662132	921.4	235.79999999999998	2953.824569828326	1338.5468724201073	763.5	335.8589733801972	3212.781292472042	1041.9631576311724	849.3	273.2976582409736	3580.581732599174	554.763169568222	1000.0	0.0	3021.545802742779	1201.8270819300913	789.4	306.16570676677685	3021.545802742779	79.59350825726533	4	20000	3153.547605752945	245.84087944030762
504.34837222099304	0.017288297620229424	0.0016599608410639449	3091.347775574161	1194.6439660912952	782.3	285.8216401884224	3565.7180694577423	839.9231305558462	967.4	97.8	3133.763460458698	978.8157660749284	860.4	256.05632192937554	2600.76294102634	1437.833377220034	664.3	357.03642671301765	3847.599989654473	244.56680616576315	987.6	37.2	3847.599989654473	99.2366772799675	5	25000	3898.1033806800842	240.06983971595764
503.17993211746216	0.016691782529465855	0.0016146989652970158	3390.8061986651073	1185.445705810638	890.9	280.3206913518872	2766.838505140841	1435.1316308602152	714.9	362.85739623163255	3042.9339915752294	1367.7042712193522	858.8	287.20647625010133	2675.9396815573823	1398.0255847624967	780.0	299.0842690614135	3853.3393168181706	444.3839279810578	965.1	104.7	3853.3393168181706	99.37315570394907	6	30000	4636.540091514587	235.11058831214905
502.76287722587585	0.01626210230179131	0.0015098455892992527	3238.688104939224	1501.7583735563562	815.9	368.69023583490787	3201.8612825244923	1017.6362218821528	831.0	266.1450732213542	2858.1396356412597	1509.202050636008	724.2	369.3523520975601	3841.688721779183	93.01250136827643	1000.0	0.0	3694.677155004831	506.3042331602032	949.5	120.66337472489322	3694.677155004831	95.60024623700642	7	35000	5379.487113714218	240.05846977233887
500.2522203922272	0.015941341749578713	0.0014716318280756481	3301.6784971070783	988.3689156050294	858.3	245.06654198400892	3405.4027475590824	1174.2717717408514	874.5	291.0584992746304	3564.2774670659223	768.5741753865368	906.2	193.06620626096117	3856.1097424711143	234.35387822118267	987.3	38.1	3607.949258977532	545.1427964427357	915.4	145.082183606396	3607.949258977532	93.53789881762374	8	40000	6125.971029758453	245.97797298431396
501.00341391563416	0.01566762971896678	0.0014239147450241698	3832.2335568740755	468.5550175861834	1000.0	0.0	3540.115179453535	602.5795181252195	928.0	148.1647731412565	2532.377617501928	1322.9980323761292	702.6	320.0097498514694	3542.4789117288615	538.643468024083	920.9	149.62516499573192	3433.220185791568	963.547222490948	936.3	183.23976096906478	3433.220185791568	89.38292596940926	9	45000	6866.036758184433	238.95523881912231
497.4065110683441	0.015475499870814383	0.0013720563268805014	2803.756619009548	1463.492621973421	771.9	377.09108979131287	2752.774031831421	1320.5703015341064	794.3	324.1209804995659	3622.834269343187	459.796700980129	954.6	91.15612979937224	2922.988635673935	1416.1091119535113	761.3	355.36996215212116	3552.3543167963544	1052.894237234685	995.9	12.3	3552.3543167963544	92.21587798245913	10	50000	7595.543995857239	231.98655581474304
540.5751678943634	0.015294190058484673	0.001385240941491448	3756.063236952685	230.6974571273808	992.5	22.5	3447.6839776091792	612.3875700901076	891.1	146.89959155831576	3818.8758904362303	133.58592906046667	998.5	4.5	3685.4985701151977	821.4754118416453	934.3	197.1	3511.045454583963	1131.487333038619	906.5	280.5	3511.045454583963	91.23357321912736	11	55000	8409.797211885452	273.54263257980347
531.5782914161682	0.015127782942540944	0.0013314069582124476	3413.108654067603	911.2571802733552	891.2	242.63091311702223	3700.3452125315416	627.7467085897543	937.4	131.37442673519075	3329.8448833894463	1268.4987748196502	921.7	234.9	3275.203164705967	1108.9445905208033	860.4	281.4829302106968	3510.409883205629	1009.6195240025205	914.6	254.53769858313723	3510.409883205629	91.21845963916078	12	60000	9200.67502784729	259.145893573761
526.447015285492	0.014992559167742728	0.001283270849876795	3376.718322928654	926.2595457400723	889.8	227.05276919694242	3910.034463196437	67.8144950098053	1000.0	0.0	3008.728674524654	1435.0405782921441	874.7	277.6897729481588	3893.389498748516	267.2658526606931	979.9	60.300000000000004	3440.0169923422472	1060.0938336901415	878.4	266.7190281925907	3440.0169923422472	89.54455074173656	13	65000	9989.065776586533	261.7716314792633
521.5609240531921	0.014874394125118852	0.0012208173889827255	3652.545251637991	996.2154038118139	922.5	232.5	3322.2901107480293	948.807863395153	894.8	222.670069834273	3648.739358364637	938.6746899607442	912.0	225.71486437538843	3937.2188495989203	101.47584932464831	1000.0	0.0	2819.3368140820753	1491.0361129153446	730.3	370.14241853643307	2819.3368140820753	74.78507631041958	14	70000	10765.30811548233	254.54886269569397
519.9173769950867	0.01474100209120661	0.0012189419761799347	3307.5755610836845	1163.6284840199855	856.3	285.68585894300054	3040.5597123910366	1258.393599144688	780.6	313.0205105100942	3515.049893175753	1177.0880526278963	901.9	294.3	3518.1612465072794	1117.4586334111007	894.9	279.3751778522924	2978.6233368299154	1222.9258393046912	830.8	300.1418997740902	2978.6233368299154	78.57283277839666	15	75000	11524.483835458755	239.1087465286255
526.1027710437775	0.014628097626380622	0.0011885401615822067	3187.4197847264354	1174.287080485434	821.3	275.63383319179087	3866.597361555038	66.4640817006812	1000.0	0.0	3330.136836742409	1183.675028256356	858.5	290.28442948253354	3917.479797269773	115.52602189783875	1000.0	0.0	3696.3729153968743	372.0047685425714	965.7	89.7775584430764	3696.3729153968743	95.64057059893169	16	80000	12317.584629774094	266.84246492385864
527.7261364459991	0.01455031243469566	0.0011690953978759847	3425.169427548094	828.9020751522771	884.6	207.6599142829448	3529.644445350579	1013.4421968725819	917.6	247.20000000000002	3113.665955009101	1321.5746622429606	856.0	299.6481269756245	3219.8344934223815	1313.5329306677577	839.2	328.79835766013184	3550.1981969448475	687.6986338316425	1000.0	0.0	3550.1981969448475	92.16460649525236	17	85000	13111.173076152802	265.67599868774414
536.850376367569	0.014482971180602908	0.0011782828638066886	3394.8354838869564	1069.9890180063667	896.6	268.80744037321585	2918.636923750191	1320.7532603601715	784.7	337.3052178665489	2776.181712839686	1567.8591553946644	805.3	352.99066559896454	2794.9994997338085	1479.4611025797549	711.3	363.7815415878052	3693.644292572899	424.1872202416516	976.4	70.8	3693.644292572899	95.57568526794518	18	90000	13897.346760749817	249.19061756134033
543.1048998832703	0.014416726448386907	0.0011466449448791832	3389.2140929175453	1092.5497138006153	872.8	264.9912451384007	3732.6188222118	587.8995945715519	955.7	132.89999999999998	3454.2630446012918	947.8666929134795	884.1	236.82417528622366	3668.2340817178156	467.47643993719277	943.6	114.66054247211636	3521.7965800956795	833.6578810825954	905.5	191.68581063813772	3521.7965800956795	91.48922978374145	19	95000	14717.273069620132	276.6739308834076
557.5217535495758	0.014350275399722159	0.0011367407982356959	3461.027732889311	760.8092649053908	880.9	191.86477008559962	3924.9515391720183	227.3073835250706	986.9	39.3	3572.7905859111575	803.4506224007507	934.6	196.2	3658.3797182154703	402.7491726022832	939.0	100.38525788182247	3784.9719312830703	471.73063625264444	973.6	79.2	3784.9719312830703	97.74741234354434	20	100000	15535.497395992279	260.5483400821686
