current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	current_itr_eval_12000_return_mean	current_itr_eval_12000_return_std	current_itr_eval_12000_length_mean	current_itr_eval_12000_length_std	current_itr_eval_6000_return_mean	current_itr_eval_6000_return_std	current_itr_eval_6000_length_mean	current_itr_eval_6000_length_std	TestEpRet	TestEpNormRet	Iteration	Steps	total_time	current_eval_time
1392.165606021881	0.2405536487340927	0.20691823188577566	3356.962749342058	1579.3628862377993	1000.0	0.0	2660.201531883179	1891.0657838921404	1000.0	0.0	2660.201531883179	23.683754346309012	1	5000	1461.2872655391693	69.1207218170166
1391.327708721161	0.12820236199498178	0.016251877737764348	4702.0157429247	79.6704072253437	1000.0	0.0	3838.4125232851256	1229.6511820086675	1000.0	0.0	3838.4125232851256	33.173838990777575	2	10000	2921.3760991096497	68.74997329711914
1387.5747437477112	0.11687202950417995	0.01474094370452749	4769.973055320605	171.64930067265635	1000.0	0.0	4390.27544355979	920.1479681912869	1000.0	0.0	4390.27544355979	37.618905166334486	3	15000	4378.8963804244995	69.934246301651
1412.3276529312134	0.1096598969578743	0.01402688192574707	4258.080162176394	1313.135312565492	1000.0	0.0	4579.788073009547	215.9522083741579	1000.0	0.0	4579.788073009547	39.14536427068725	4	20000	5861.433341026306	70.1941306591034
1508.9545741081238	0.10394027666002512	0.013381313795004878	4801.489186209632	112.46290305746193	1000.0	0.0	4328.875246250518	1284.864176157866	1000.0	0.0	4328.875246250518	37.124347677137486	5	25000	7445.939273357391	75.53949880599976
1564.2471115589142	0.09954422474876046	0.01280559696706693	4739.845560392631	146.3262577006577	1000.0	0.0	4757.815887275144	143.98589054388907	1000.0	0.0	4757.815887275144	40.57931713547926	6	30000	9085.701337814331	75.5034282207489
1563.7676410675049	0.0957809077322483	0.012536695016986113	3849.184705698773	1472.783347514367	1000.0	0.0	4922.7330829851435	61.09764782937603	1000.0	0.0	4922.7330829851435	41.907668473259605	7	35000	10725.134728431702	75.65295028686523
1482.8651733398438	0.0926256640471518	0.01205765960062325	2845.43035749922	1743.0091528317582	1000.0	0.0	4156.609090690394	1156.4533532195608	1000.0	0.0	4156.609090690394	35.736802993228615	8	40000	12278.603951931	70.59174799919128
1390.2840840816498	0.08937170994579792	0.011442865377322793	4322.419211202963	1071.8744413807144	1000.0	0.0	4859.296125474583	142.48297020926424	1000.0	0.0	4859.296125474583	41.39670558057225	9	45000	13739.417483091354	70.51795625686646
1391.1660306453705	0.08625270437374712	0.010696223170971539	4137.01991113375	1514.1065737715226	1000.0	0.0	3640.7453293266176	1663.4916852290094	1000.0	0.0	3640.7453293266176	31.58169767161646	10	50000	15200.945949316025	70.35106253623962
1401.6543626785278	0.08351745192632079	0.010255942770767681	4662.289074918786	132.99449716727122	1000.0	0.0	4747.558109690488	182.84851590324084	1000.0	0.0	4747.558109690488	40.496694262111994	11	55000	16673.801206588745	71.18947696685791
1413.3916182518005	0.08064098042994737	0.009496848680382535	4502.64327443363	171.37055981037747	1000.0	0.0	4701.5835864742785	151.75991882350962	1000.0	0.0	4701.5835864742785	40.126385276713926	12	60000	18159.068445920944	71.86408305168152
1540.672126531601	0.07834784016087651	0.008956911775858447	4078.945055072106	1172.7771272669997	1000.0	0.0	4767.21365716708	120.77689023387403	1000.0	0.0	4767.21365716708	40.65501294242262	13	65000	19775.975047826767	76.22254204750061
1542.0401530265808	0.07634166235774756	0.008391930948610958	4002.1402360269626	590.6371579463021	1000.0	0.0	4517.584407902374	919.8770008447724	1000.0	0.0	4517.584407902374	38.644335124489224	14	70000	21394.355007886887	76.32769775390625
1542.0382280349731	0.07443657722100616	0.007799261204764645	4455.2405167386105	93.4481353275146	1000.0	0.0	4411.002639600529	959.5440659976003	1000.0	0.0	4411.002639600529	37.78585560755814	15	75000	23012.856740951538	76.45099687576294
1451.5467989444733	0.07271807956621051	0.007603152472656759	4124.973025244236	673.0472263011278	1000.0	0.0	4063.9122542763407	1068.104332470948	1000.0	0.0	4063.9122542763407	34.99016183110784	16	80000	24535.760605335236	71.34133005142212
1391.368480205536	0.07127148159071803	0.007173895015110606	4063.4596642970814	1173.53685799603	1000.0	0.0	4502.297896603823	749.5091243572273	1000.0	0.0	4502.297896603823	38.521207529176905	17	85000	25998.35586667061	71.2155270576477
1394.6487221717834	0.06985891953706741	0.006995494614888221	4452.049634439825	72.34662592266918	1000.0	0.0	4675.0939958005565	127.63144120739959	1000.0	0.0	4675.0939958005565	39.91302072696395	18	90000	27464.985898017883	71.96971654891968
1413.8554077148438	0.0687137625746429	0.00657831782184646	4346.29155754689	405.71852782479715	1000.0	0.0	4283.8751923346	1314.0453034143788	1000.0	0.0	4283.8751923346	36.761887707077655	19	95000	28951.446785211563	72.59368777275085
1501.7257480621338	0.06777322855815292	0.006317031128786619	3850.372348054529	1360.4131004197918	1000.0	0.0	4697.240073684858	473.1413719876199	1000.0	0.0	4697.240073684858	40.09139977383987	20	100000	30529.17014694214	75.98623609542847
