current_itr_train_time	current_itr_train_loss_mean	current_itr_train_loss_std	Iteration	Steps	total_time
316.6169927120209	0.4439493932735175	1.0894824117131525	1	5000	316.61769127845764
314.08778166770935	0.023530442349426448	0.004661262341381048	2	10000	630.9217817783356
314.1693284511566	0.015500908823870122	0.0016443647718034496	3	15000	945.238254070282
313.5895309448242	0.0126202132826671	0.001148383018525179	4	20000	1258.9099583625793
313.7219648361206	0.010980112497135998	0.0009647000267891008	5	25000	1572.7215323448181
313.5986611843109	0.009884276617784054	0.0008556794092319854	6	30000	1886.4325478076935
314.055695772171	0.009085601993463933	0.0007645433140547616	7	35000	2200.6720929145813
313.82378602027893	0.008489642785582691	0.0007334078469130576	8	40000	2514.620282649994
314.4575479030609	0.007978427614923567	0.0007038624783160558	9	45000	2829.2252843379974
313.7792069911957	0.00757452167859301	0.0006680413547470811	10	50000	3143.0940401554108
314.13912868499756	0.00720012399572879	0.0006442952789672514	11	55000	3457.3445723056793
313.8534870147705	0.006888723440375179	0.0006323080464421217	12	60000	3771.313557624817
313.8893868923187	0.006575582092814148	0.0006020266223205809	13	65000	4085.3382885456085
308.08297300338745	0.006325876753684134	0.0005914281297138348	14	70000	4393.526866912842
301.0786337852478	0.006064893390703947	0.0005682113315543187	15	75000	4694.694061756134
300.90979504585266	0.005859916169755161	0.0005590041144087922	16	80000	4995.708676576614
300.88274598121643	0.005649851736426353	0.0005449173711982731	17	85000	5296.687040090561
300.7717037200928	0.0054658690987154845	0.000517608089892116	18	90000	5597.590621709824
300.35235810279846	0.005292082345858216	0.0005166853300895001	19	95000	5898.044676542282
300.2123100757599	0.005153240811172873	0.0004997607684343455	20	100000	6198.373101472855
